checkout_id,member_id,book_id,checkout_date,return_date,first_name,last_name,grade,neighborhood,membership_status,join_date,books_borrowed,genre,pages,publication_year,publisher
9342,1068,501,2025-05-28,2025-06-27,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,6,Adventure,128,2017.0,Nile Press
9380,1022,513,2024-04-22,2024-04-28,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,6,Science,294,2021.0,Oasis Books
9302,1061,507,2024-06-22,,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,8,Science,160,2024.0,Nile Press
9173,1027,532,2025-03-10,2025-04-06,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18,Friendship,337,2017.0,Oasis Books
9019,1014,513,2024-03-06,2024-03-23,Habiba,Nabil,6.0,Maadi,Active,2024-07-09,1,Science,294,2021.0,Oasis Books
9143,1024,518,2025-10-02,,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,17,Adventure,163,2011.0,Delta House
9222,1050,505,2024-01-09,2024-02-01,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,11,Historical,216,2024.0,Oasis Books
9101,1020,532,2025-05-25,2025-06-15,Rana,Fouad,6.0,Maadi,Active,2025-12-04,7,Friendship,337,2017.0,Oasis Books
9316,1065,513,2024-08-25,2024-09-17,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,17,Science,294,2021.0,Oasis Books
9148,1027,532,2025-07-05,2025-07-26,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18,Friendship,337,2017.0,Oasis Books
9070,1018,513,2025-01-08,2025-02-01,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,17,Science,294,2021.0,Oasis Books
9139,1036,521,2024-03-14,2024-03-20,Lina,Zaki,7.0,Nasr City,Active,2025-08-05,1,Science,211,2024.0,Cairo Young Readers
9043,1005,505,2024-01-26,2024-02-04,Youssef,Halim,9.0,Maadi,Active,2024-05-05,3,Historical,216,2024.0,Oasis Books
9187,1034,502,2024-08-11,,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25,Adventure,109,2018.0,Delta House
9269,1054,507,2025-01-26,2025-01-31,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,6,Science,160,2024.0,Nile Press
9056,1010,519,2025-07-11,2025-07-27,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,18,Friendship,157,2014.0,Nile Press
9057,1020,519,2025-02-03,,Rana,Fouad,6.0,Maadi,Active,2025-12-04,7,Friendship,157,2014.0,Nile Press
9140,1034,513,2025-03-06,2025-04-02,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25,Science,294,2021.0,Oasis Books
9209,1058,525,2024-11-22,2024-12-12,Lina,Mansour,8.0,Heliopolis,active,2025-07-20,3,Adventure,297,2015.0,Oasis Books
9249,1057,519,2024-10-17,2024-11-03,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,10,Friendship,157,2014.0,Nile Press
9058,1006,501,2025-03-18,2025-04-09,Layla,Mansour,6.0,Maadi,Inactive,2024-02-12,1,Adventure,128,2017.0,Nile Press
9366,1079,503,2024-06-23,2024-07-23,Rana,Osman,8.0,Shubra,Active,2024-10-27,10,Historical,259,,Nile Press
9218,1044,532,2025-04-23,2025-05-04,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,21,Friendship,337,2017.0,Oasis Books
9355,1075,515,2024-11-10,2024-12-02,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9,Poetry,316,2022.0,Cairo Young Readers
9205,1053,525,2024-12-02,2024-12-14,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,5,Adventure,297,2015.0,Oasis Books
9025,1001,525,2024-10-24,2024-11-07,Salma,Ibrahim,8.0,Maadi,Active,2023-04-05,1,Adventure,297,2015.0,Oasis Books
9124,1024,525,2025-10-14,2025-11-13,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,17,Adventure,297,2015.0,Oasis Books
9034,1015,511,2025-10-13,,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,3,Historical,117,2016.0,Nile Press
9181,1041,509,2025-03-24,,Nada,Rashad,7.0,Nasr City,Active,2024-04-02,2,Mystery,221,2011.0,Nile Press
9171,1027,507,2025-05-23,2025-06-19,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18,Science,160,2024.0,Nile Press
9318,1067,513,2025-07-23,2025-08-17,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,3,Science,294,2021.0,Oasis Books
9296,1065,501,2024-12-15,2025-01-11,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,17,Adventure,128,2017.0,Nile Press
9348,1075,532,2024-07-28,2024-08-25,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9,Friendship,337,2017.0,Oasis Books
9141,1027,529,2025-02-09,2025-03-03,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18,Mystery,298,,Cairo Young Readers
9094,1022,527,2024-11-22,2024-12-08,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,6,Nature,328,2017.0,Delta House
9280,1054,517,2024-09-06,2024-09-15,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,6,Mystery,338,2015.0,Delta House
9211,1044,507,2025-04-28,2025-05-25,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,21,Science,160,2024.0,Nile Press
9294,1067,507,2024-11-26,,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,3,Science,160,2024.0,Nile Press
9372,1076,519,2025-03-06,2025-04-02,Dina,Wahba,7.0,Shubra,Active,2025-12-13,7,Friendship,157,2014.0,Nile Press
9112,1031,521,2024-07-28,2024-08-22,Ali,Fahmy,8.0,NASR CITY,Active,2023-09-08,1,Science,211,2024.0,Cairo Young Readers
9001,1008,501,2025-08-23,2025-08-28,Ziad,Saleh,8.0,Maadi,active,2025-10-28,19,Adventure,128,2017.0,Nile Press
9328,1070,501,2024-01-28,,Ahmed,Zaki,9.0,Zamalek,Active,2025-07-22,3,Adventure,128,2017.0,Nile Press
9075,1018,510,2024-07-01,,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,17,Mystery,134,2013.0,Cairo Young Readers
9149,1032,507,2025-02-09,2025-02-18,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,6,Science,160,2024.0,Nile Press
9165,1030,519,2025-03-27,2025-04-02,Reem,Osman,,Nasr City,Active,2025-04-01,16,Friendship,157,2014.0,Nile Press
9255,1044,509,2025-05-24,2025-06-13,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,21,Mystery,221,2011.0,Nile Press
9304,1068,519,2024-04-16,2024-05-09,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,6,Friendship,157,2014.0,Nile Press
9322,1061,510,2025-10-20,2025-11-15,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,8,Mystery,134,2013.0,Cairo Young Readers
9317,1061,507,2024-01-26,2024-02-09,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,8,Science,160,2024.0,Nile Press
9271,1044,513,2025-04-26,2025-05-06,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,21,Science,294,2021.0,Oasis Books
9186,1034,516,2025-07-17,2025-08-03,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25,Nature,241,2010.0,Nile Press
9333,1072,520,2025-06-03,2025-06-08,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,14,Science Fiction,136,2009.0,Oasis Books
9188,1023,507,2025-05-11,2025-06-08,Hassan,Rashad,8.0,Nasr City,Inactive,,1,Science,160,2024.0,Nile Press
9371,1079,528,2025-04-22,2025-05-02,Rana,Osman,8.0,Shubra,Active,2024-10-27,10,Nature,114,2010.0,Delta House
9036,1010,515,2024-11-27,2024-12-24,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,18,Poetry,316,2022.0,Cairo Young Readers
9163,1034,531,2025-12-28,2026-01-02,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25,Friendship,272,2018.0,Oasis Books
9091,1008,525,2024-06-03,2024-06-12,Ziad,Saleh,8.0,Maadi,active,2025-10-28,19,Adventure,297,2015.0,Oasis Books
9092,1019,507,2025-03-20,2025-03-27,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,3,Science,160,2024.0,Nile Press
9040,1016,529,2025-01-23,2025-02-11,Dina,Rashad,8.0,Maadi,Active,2023-04-24,7,Mystery,298,,Cairo Young Readers
9376,1024,518,2025-10-22,2025-11-04,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,17,Adventure,163,2011.0,Delta House
9033,1020,522,2025-02-26,2025-03-11,Rana,Fouad,6.0,Maadi,Active,2025-12-04,7,Mystery,104,2016.0,Cairo Young Readers
9341,1065,516,2025-02-19,2025-03-09,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,17,Nature,241,2010.0,Nile Press
9247,1044,510,2025-02-01,2025-02-23,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,21,Mystery,134,2013.0,Cairo Young Readers
9184,1026,501,2024-12-15,2025-01-11,Nada,Saleh,7.0,Nasr City,inactive,2023-11-16,3,Adventure,128,2017.0,Nile Press
9228,1044,516,2024-12-05,2024-12-26,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,21,Nature,241,2010.0,Nile Press
9331,1065,525,2025-02-17,2025-02-23,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,17,Adventure,297,2015.0,Oasis Books
9207,1044,527,2025-10-20,2025-11-04,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,21,Nature,328,2017.0,Delta House
9323,1072,519,2024-01-23,2024-01-28,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,14,Friendship,157,2014.0,Nile Press
9337,1072,529,2024-11-13,,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,14,Mystery,298,,Cairo Young Readers
9326,1062,501,2024-08-15,2024-08-21,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,7,Adventure,128,2017.0,Nile Press
9128,1024,501,2025-06-12,2025-06-19,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,17,Adventure,128,2017.0,Nile Press
9123,1027,511,2025-03-23,2025-04-11,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18,Historical,117,2016.0,Nile Press
9003,1015,501,2024-08-04,2024-08-13,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,3,Adventure,128,2017.0,Nile Press
9066,1005,513,2025-07-15,2025-07-31,Youssef,Halim,9.0,Maadi,Active,2024-05-05,3,Science,294,2021.0,Oasis Books
9053,1008,516,2025-07-20,2025-08-08,Ziad,Saleh,8.0,Maadi,active,2025-10-28,19,Nature,241,2010.0,Nile Press
9052,1019,501,2024-06-20,2024-06-29,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,3,Adventure,128,2017.0,Nile Press
9162,1030,519,2025-08-27,2025-09-11,Reem,Osman,,Nasr City,Active,2025-04-01,16,Friendship,157,2014.0,Nile Press
9027,1018,519,2024-11-04,,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,17,Friendship,157,2014.0,Nile Press
9194,1024,513,2024-09-17,2024-10-09,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,17,Science,294,2021.0,Oasis Books
9120,1034,526,2025-06-06,2025-06-26,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25,Science Fiction,125,2016.0,Delta House
9182,1037,525,2024-05-19,2024-06-03,Retaj,Kamel,,Nasr City,Inactive,2023-08-26,2,Adventure,297,2015.0,Oasis Books
9241,1059,519,2025-01-04,2025-01-11,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,7,Friendship,157,2014.0,Nile Press
9172,1030,513,2025-05-04,2025-05-26,Reem,Osman,,Nasr City,Active,2025-04-01,16,Science,294,2021.0,Oasis Books
9193,1034,519,2024-09-15,2024-10-01,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25,Friendship,157,2014.0,Nile Press
9100,1010,513,2025-08-27,2025-09-22,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,18,Science,294,2021.0,Oasis Books
9227,1059,513,2024-11-02,2024-11-20,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,7,Science,294,2021.0,Oasis Books
9110,1030,506,2024-05-14,2024-05-30,Reem,Osman,,Nasr City,Active,2025-04-01,16,Friendship,183,,Nile Press
9021,1008,501,2025-05-22,2025-05-29,Ziad,Saleh,8.0,Maadi,active,2025-10-28,19,Adventure,128,2017.0,Nile Press
9007,1008,507,2025-03-15,2025-03-31,Ziad,Saleh,8.0,Maadi,active,2025-10-28,19,Science,160,2024.0,Nile Press
9365,1075,501,2024-01-17,2024-02-01,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9,Adventure,128,2017.0,Nile Press
9142,1027,516,2024-09-21,2024-10-14,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18,Nature,241,2010.0,Nile Press
9073,1008,513,2025-02-13,,Ziad,Saleh,8.0,Maadi,active,2025-10-28,19,Science,294,2021.0,Oasis Books
9024,1010,507,2025-01-27,2025-02-09,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,18,Science,160,2024.0,Nile Press
9067,1008,507,2024-01-05,2024-01-29,Ziad,Saleh,8.0,Maadi,active,2025-10-28,19,Science,160,2024.0,Nile Press
9324,1061,529,2025-03-12,2025-04-10,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,8,Mystery,298,,Cairo Young Readers
9250,1044,507,2025-08-05,2025-08-23,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,21,Science,160,2024.0,Nile Press
9090,1016,507,2025-02-18,2025-03-04,Dina,Rashad,8.0,Maadi,Active,2023-04-24,7,Science,160,2024.0,Nile Press
9198,1027,524,2024-10-03,2024-10-19,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18,Historical,114,2016.0,Cairo Young Readers
9046,1022,513,2024-02-22,,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,6,Science,294,2021.0,Oasis Books
9115,1034,502,2025-12-16,2026-01-15,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25,Adventure,109,2018.0,Delta House
9310,1067,511,2024-02-04,2024-02-12,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,3,Historical,117,2016.0,Nile Press
9357,1077,516,2024-07-26,2024-08-15,Lina,Rashad,6.0,Shubra,Active,2023-07-08,6,Nature,241,2010.0,Nile Press
9286,1072,507,2024-08-09,2024-08-16,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,14,Science,160,2024.0,Nile Press
9354,1079,502,2024-03-09,2024-03-18,Rana,Osman,8.0,Shubra,Active,2024-10-27,10,Adventure,109,2018.0,Delta House
9290,1065,519,2025-10-09,,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,17,Friendship,157,2014.0,Nile Press
9257,1047,501,2024-10-18,2024-11-16,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,16,Adventure,128,2017.0,Nile Press
9261,1047,509,2025-09-02,2025-09-18,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,16,Mystery,221,2011.0,Nile Press
9119,1024,518,2025-02-26,2025-03-15,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,17,Adventure,163,2011.0,Delta House
9313,1068,507,2024-12-13,2024-12-19,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,6,Science,160,2024.0,Nile Press
9213,1050,501,2024-05-07,2024-05-14,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,11,Adventure,128,2017.0,Nile Press
9051,1003,513,2025-07-22,2025-08-18,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,9,Science,294,2021.0,Oasis Books
9093,1008,507,2025-03-22,2025-04-19,Ziad,Saleh,8.0,Maadi,active,2025-10-28,19,Science,160,2024.0,Nile Press
9274,1054,522,2024-09-06,2024-09-17,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,6,Mystery,104,2016.0,Cairo Young Readers
9292,1074,525,2024-12-28,2025-01-06,Mostafa,Saleh,8.0,Zamalek,Active,2025-11-21,2,Adventure,297,2015.0,Oasis Books
9009,1022,506,2025-04-28,2025-05-04,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,6,Friendship,183,,Nile Press
9064,1008,502,2025-06-12,2025-06-21,Ziad,Saleh,8.0,Maadi,active,2025-10-28,19,Adventure,109,2018.0,Delta House
9169,1030,513,2025-11-25,,Reem,Osman,,Nasr City,Active,2025-04-01,16,Science,294,2021.0,Oasis Books
9358,1077,513,2025-07-09,2025-07-24,Lina,Rashad,6.0,Shubra,Active,2023-07-08,6,Science,294,2021.0,Oasis Books
9297,1065,501,2025-04-14,,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,17,Adventure,128,2017.0,Nile Press
9214,1058,525,2024-09-24,,Lina,Mansour,8.0,Heliopolis,active,2025-07-20,3,Adventure,297,2015.0,Oasis Books
9008,1010,520,2025-08-11,,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,18,Science Fiction,136,2009.0,Oasis Books
9237,1057,513,2024-02-22,,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,10,Science,294,2021.0,Oasis Books
9303,1061,509,2025-12-23,2026-01-10,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,8,Mystery,221,2011.0,Nile Press
9338,1072,501,2024-07-16,,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,14,Adventure,128,2017.0,Nile Press
9343,1075,529,2024-10-04,2024-10-14,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9,Mystery,298,,Cairo Young Readers
9130,1024,503,2025-09-04,2025-09-17,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,17,Historical,259,,Nile Press
9192,1027,519,2025-09-26,2025-10-07,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18,Friendship,157,2014.0,Nile Press
9017,1018,519,2024-08-06,2024-08-11,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,17,Friendship,157,2014.0,Nile Press
9266,1053,519,2024-06-01,2024-06-15,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,5,Friendship,157,2014.0,Nile Press
9132,1035,511,2025-02-26,2025-03-13,Karim,Fahmy,9.0,Nasr City,Inactive,2025-06-26,1,Historical,117,2016.0,Nile Press
9015,1010,507,2025-09-02,2025-09-14,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,18,Science,160,2024.0,Nile Press
9362,1079,507,2024-03-08,2024-04-07,Rana,Osman,8.0,Shubra,Active,2024-10-27,10,Science,160,2024.0,Nile Press
9262,1054,524,2024-02-25,2024-03-22,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,6,Historical,114,2016.0,Cairo Young Readers
9336,1061,528,2024-04-18,2024-05-15,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,8,Nature,114,2010.0,Delta House
9105,1027,501,2025-03-05,2025-03-25,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18,Adventure,128,2017.0,Nile Press
9055,1015,525,2025-08-08,2025-08-27,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,3,Adventure,297,2015.0,Oasis Books
9183,1027,532,2025-03-28,2025-04-10,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18,Friendship,337,2017.0,Oasis Books
9049,1010,514,2025-09-08,,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,18,Science Fiction,328,2023.0,Cairo Young Readers
9307,1072,501,2025-06-10,2025-07-09,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,14,Adventure,128,2017.0,Nile Press
9166,1032,519,2024-01-15,2024-01-24,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,6,Friendship,157,2014.0,Nile Press
9155,1028,525,2025-07-12,2025-07-18,Hassan,Adel,9.0,Nasr City,Active,2025-11-12,3,Adventure,297,2015.0,Oasis Books
9240,1050,525,2025-07-25,2025-08-24,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,11,Adventure,297,2015.0,Oasis Books
9197,1030,501,2025-11-26,2025-12-01,Reem,Osman,,Nasr City,Active,2025-04-01,16,Adventure,128,2017.0,Nile Press
9375,1034,525,2025-10-27,2025-11-15,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25,Adventure,297,2015.0,Oasis Books
9114,1034,516,2025-03-02,2025-03-17,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25,Nature,241,2010.0,Nile Press
9077,1008,514,2024-07-28,2024-08-12,Ziad,Saleh,8.0,Maadi,active,2025-10-28,19,Science Fiction,328,2023.0,Cairo Young Readers
9260,1044,518,2025-07-03,2025-07-27,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,21,Adventure,163,2011.0,Delta House
9059,1016,518,2025-06-28,2025-07-27,Dina,Rashad,8.0,Maadi,Active,2023-04-24,7,Adventure,163,2011.0,Delta House
9332,1062,522,2024-07-03,,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,7,Mystery,104,2016.0,Cairo Young Readers
9378,1018,501,2024-09-05,2024-09-21,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,17,Adventure,128,2017.0,Nile Press
9179,1027,517,2024-11-19,2024-12-17,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18,Mystery,338,2015.0,Delta House
9126,1034,529,2024-10-22,2024-10-28,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25,Mystery,298,,Cairo Young Readers
9072,1007,513,2025-03-05,2025-04-01,Sherif,Fouad,6.0,Maadi,Active,2025-08-18,3,Science,294,2021.0,Oasis Books
9080,1008,501,2024-03-20,2024-04-18,Ziad,Saleh,8.0,Maadi,active,2025-10-28,19,Adventure,128,2017.0,Nile Press
9298,1065,507,2025-06-18,2025-07-11,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,17,Science,160,2024.0,Nile Press
9087,1020,511,2025-12-03,2025-12-13,Rana,Fouad,6.0,Maadi,Active,2025-12-04,7,Historical,117,2016.0,Nile Press
9006,1018,507,2025-06-26,2025-07-01,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,17,Science,160,2024.0,Nile Press
9309,1068,511,2024-11-24,2024-12-12,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,6,Historical,117,2016.0,Nile Press
